review,rating,date,bank,source
pece,5,2025-04-09,Bank of Abyssinia,Google Play Store
thise plat form is the best,5,2025-04-09,Bank of Abyssinia,Google Play Store
Otp does not arrive either via email or phone number.,2,2025-04-08,Bank of Abyssinia,Google Play Store
good,5,2025-04-08,Bank of Abyssinia,Google Play Store
"it is best banking app, but when I request loan after I finished all the process then when I go to the verification process by using selfie it will crashes and close the app.",4,2025-04-07,Bank of Abyssinia,Google Play Store
BoA Best,5,2025-04-05,Bank of Abyssinia,Google Play Store
"it is abest platform that i have seen in my banking experiance. its features are best and helpful. i injoy self account opening with out any needs of branchs, digital loan and card management(digital card). but i have seen some drawbacks like 1, card digitalization is not always active, 2 the system is not fast and needs strong network to login , 3 it is not work when we login with another phone.",5,2025-04-04,Bank of Abyssinia,Google Play Store
"I have been using apollo for about a year but they took all the money in my account. For some reason I don't know. When I asked them, they told me to come to Addis Ababa in person and ask, but I opened it online. They are very suspicious. Be careful 🙏",1,2025-04-04,Bank of Abyssinia,Google Play Store
whay no work?,1,2025-04-03,Bank of Abyssinia,Google Play Store
"great app for financial services,but why we pay?",5,2025-04-03,Bank of Abyssinia,Google Play Store
most of the time it doesn't even work at all. It just freezes over. BOA should seriously consider improving it or discontinuing it. This is embarrassing!,1,2025-04-03,Bank of Abyssinia,Google Play Store
it make annoyed every time I uses it.,1,2025-04-02,Bank of Abyssinia,Google Play Store
The app does not work existing account and creat new account what happen?,1,2025-04-02,Bank of Abyssinia,Google Play Store
it's best mobile banking app,5,2025-04-02,Bank of Abyssinia,Google Play Store
good,5,2025-04-01,Bank of Abyssinia,Google Play Store
A very nice apk to have a bank account with out visiting branches.,5,2025-04-01,Bank of Abyssinia,Google Play Store
good app,5,2025-04-01,Bank of Abyssinia,Google Play Store
"Its not opening, neither updates",1,2025-04-01,Bank of Abyssinia,Google Play Store
its the worst app,1,2025-04-01,Bank of Abyssinia,Google Play Store
great and easily operated app,5,2025-03-31,Bank of Abyssinia,Google Play Store
it's fantastic application use it everybody.,5,2025-03-31,Bank of Abyssinia,Google Play Store
it is intersting,5,2025-03-31,Bank of Abyssinia,Google Play Store
ok,5,2025-03-30,Bank of Abyssinia,Google Play Store
boa,5,2025-03-29,Bank of Abyssinia,Google Play Store
improve my business,5,2025-03-29,Bank of Abyssinia,Google Play Store
the worst app I have ever used. It is disgusting even after update. make quick improvements before it is too little too late,2,2025-03-28,Bank of Abyssinia,Google Play Store
what an app. You don't need to go to bank to open an account!!,5,2025-03-28,Bank of Abyssinia,Google Play Store
i used to like this app,1,2025-03-28,Bank of Abyssinia,Google Play Store
it is not working just a black screen crashing many times,2,2025-03-28,Bank of Abyssinia,Google Play Store
"One of the worest apps U've ever used, it crashes all the time...የአንድ ትልቅ ባንክ መተግበሪያ ነው ለማለት ራሱ ያሳፍራል",1,2025-03-28,Bank of Abyssinia,Google Play Store
"hello,well come to new apollo app digital transaction...or appol app electronic money transaction system.....we are going to create new country .....with new innovetion....new future...new idea ......new technology.... with new app.......thanks",5,2025-03-27,Bank of Abyssinia,Google Play Store
not experiyanc,5,2025-03-27,Bank of Abyssinia,Google Play Store
Won't even let me type otp,1,2025-03-27,Bank of Abyssinia,Google Play Store
good,4,2025-03-26,Bank of Abyssinia,Google Play Store
good,5,2025-03-25,Bank of Abyssinia,Google Play Store
I think the App will help me in connecting with the financial institutions easily allows me to create and manage my bank accounts without having to visit a branch.,5,2025-03-25,Bank of Abyssinia,Google Play Store
whay not work?????,2,2025-03-25,Bank of Abyssinia,Google Play Store
I can't open,5,2025-03-24,Bank of Abyssinia,Google Play Store
good,5,2025-03-24,Bank of Abyssinia,Google Play Store
It is difficult to pay off our loan and borrow again,3,2025-03-24,Bank of Abyssinia,Google Play Store
good apps,3,2025-03-23,Bank of Abyssinia,Google Play Store
the app doesn't work! it ranks at top useless apps created by BOA!,1,2025-03-22,Bank of Abyssinia,Google Play Store
it was good at first but now it keeps lagging and it crashes.,2,2025-03-21,Bank of Abyssinia,Google Play Store
good app,5,2025-03-21,Bank of Abyssinia,Google Play Store
good,5,2025-03-21,Bank of Abyssinia,Google Play Store
The app free during transaction and terminate by itself and become boring mobile app. It is good if work hard to fix bugs and errors occurred. BUT I LIKE THE APP.,4,2025-03-20,Bank of Abyssinia,Google Play Store
"just, compare with telebirr super app",1,2025-03-19,Bank of Abyssinia,Google Play Store
nice 👍 one,5,2025-03-19,Bank of Abyssinia,Google Play Store
Nice App Apollo,5,2025-03-19,Bank of Abyssinia,Google Play Store
ሲጀመር ደንበኛ ክቡር ነው ሲቀጥል አፕሊኬሽኑ አይሰራም ሲቀጥል ተደውሎላችሁ እራሱ ስልካችሁ አይሰራም ከራእንኳን የምትሰጡት መልስ አጥጋቢ አይደከም አሰራራችው በጣም የወደቀ የማይረባ ነው በውሸት ከምታታልሉ ስራ ስሩ ዘምቱ ቀልጣፋ አሰራር አምጡ ወሬ ብቻ ናችሁ,1,2025-03-19,Bank of Abyssinia,Google Play Store
በውነቱ ጥሩ አፕ ነው አዳዲስ ፊክቸሮች ቢጨመሩበጥ የበለጠ ስማርት ይሆናል,5,2025-03-18,Bank of Abyssinia,Google Play Store
እጅግ በጣም ጥሩ ነዉ።በታማኝነት ማገልገል ወጣት ሰርቶ እንዲለወጥ ማድረግ እጅግ በጣም ደስ የሚል ማንኛውም ሰዉ የሚፈልገዉ ነዉ።ይህ በማዘጋጀቱ አመሰግናቸዋለሁ ።እግዛ ለሚፈልግ ሁሉ ሰርቶ ከፋይ ማበረታታት ኣለባቹ እላለሁ ።ኣመሰግናለሁ,5,2025-03-18,Bank of Abyssinia,Google Play Store
abbysinia bank 🏦 is faster than CBE,5,2025-03-18,Bank of Abyssinia,Google Play Store
cool,5,2025-03-18,Bank of Abyssinia,Google Play Store
The application doesn't work. Very slow 🐌 overall unusable,1,2025-03-18,Bank of Abyssinia,Google Play Store
The Best and user friendly financial app I have ever Experienced! 👌 Thank you!,5,2025-03-18,Bank of Abyssinia,Google Play Store
"The app is really frustrating. The OTP delivery is always delayed, causing a lot of inconvenience. Please check and enhance this feature for a smoother experience. Learn from the Telebirr app, which provides faster and more reliable OTP delivery.",1,2025-03-18,Bank of Abyssinia,Google Play Store
I liked this app,5,2025-03-18,Bank of Abyssinia,Google Play Store
👍,5,2025-03-16,Bank of Abyssinia,Google Play Store
doesn't even work,1,2025-03-15,Bank of Abyssinia,Google Play Store
This app is very fast,5,2025-03-14,Bank of Abyssinia,Google Play Store
Nice 👍,5,2025-03-10,Bank of Abyssinia,Google Play Store
"It was working well when it got launched but it performing very badly in recent time. It would be helpful if the issue is resolved as soon as possible and from what i can see from other people review, no one took the time to consider the feed back customers gave about the issues.",1,2025-03-10,Bank of Abyssinia,Google Play Store
Its very good performance,5,2025-03-09,Bank of Abyssinia,Google Play Store
Nice,5,2025-03-06,Bank of Abyssinia,Google Play Store
Awesome app,5,2025-03-04,Bank of Abyssinia,Google Play Store
"It's an interesting app, but the loan amount is low, and I would appreciate the BOA to make an interest rate fair and Others issues like the loans yearly, 9 months ,6 months, etc. with different options. Thank you.",3,2025-03-04,Bank of Abyssinia,Google Play Store
App crashs when you go to loan option and try to open the camera to take a selfie for verification also clearing the cache isn't helping,3,2025-03-01,Bank of Abyssinia,Google Play Store
Nice work of BOA and problem solving idea,5,2025-02-26,Bank of Abyssinia,Google Play Store
#1 Digital product!!!,5,2025-02-24,Bank of Abyssinia,Google Play Store
best,5,2025-02-20,Bank of Abyssinia,Google Play Store
The worst mobile banking platform,1,2025-02-20,Bank of Abyssinia,Google Play Store
Betam turu,4,2025-02-18,Bank of Abyssinia,Google Play Store
Restart,5,2025-02-18,Bank of Abyssinia,Google Play Store
this app doesn't work and i cant access my account.why don't you fix it,1,2025-02-14,Bank of Abyssinia,Google Play Store
This app gives me more headache than solutions. I can't even log in,1,2025-02-14,Bank of Abyssinia,Google Play Store
I like it this app but improve app Android,3,2025-02-12,Bank of Abyssinia,Google Play Store
Timely,5,2025-02-12,Bank of Abyssinia,Google Play Store
Wow very good app,4,2025-02-10,Bank of Abyssinia,Google Play Store
The most useless financial app i have ever seen from the entire playstore. What is the purpose of this app if i can't even login to my account. I don't recommend to anyone this app. Please don't waste your time while downloading the app and try to login into it!! Please fix the issue ABYSSINIA BANK!! I haven't expected this kind of carelessness from you.,1,2025-02-09,Bank of Abyssinia,Google Play Store
BEST,5,2025-02-09,Bank of Abyssinia,Google Play Store
🤣😃,4,2025-02-09,Bank of Abyssinia,Google Play Store
Best but not.gooooood,4,2025-02-08,Bank of Abyssinia,Google Play Store
The app is very unstable especially for a digital bank.,1,2025-02-08,Bank of Abyssinia,Google Play Store
Good,5,2025-02-07,Bank of Abyssinia,Google Play Store
Extraordinary,5,2025-02-04,Bank of Abyssinia,Google Play Store
"The only good thing is interest rate, it is fair and reasonable, but the app is very slow.",2,2025-02-04,Bank of Abyssinia,Google Play Store
Very slow app,1,2025-02-04,Bank of Abyssinia,Google Play Store
It takes many hours to open an account.,3,2025-02-03,Bank of Abyssinia,Google Play Store
Good,5,2025-02-02,Bank of Abyssinia,Google Play Store
ላጠቃቀም ቀላል እናምቹ,5,2025-01-30,Bank of Abyssinia,Google Play Store
"Bad User Experience overall, and has bugs... Show errors that developers can see which is an issue, which provides hints to hackers....allowed me to update my password but didn't update opened with past password. Its good idea that they have but, the app is just doesn't feel safe or premium which is what they advertising for! The Boa app is better than this",1,2025-01-30,Bank of Abyssinia,Google Play Store
Not functional,1,2025-01-29,Bank of Abyssinia,Google Play Store
The app doesn't installed for me. Also it doesn't work at all,1,2025-01-27,Bank of Abyssinia,Google Play Store
Good app,5,2025-01-26,Bank of Abyssinia,Google Play Store
Nice page,5,2025-01-26,Bank of Abyssinia,Google Play Store
Good,5,2025-01-24,Bank of Abyssinia,Google Play Store
👍,5,2025-01-24,Bank of Abyssinia,Google Play Store
Good,5,2025-01-21,Bank of Abyssinia,Google Play Store
Its good but doesn't give loan,5,2025-01-21,Bank of Abyssinia,Google Play Store
Good,5,2025-01-21,Bank of Abyssinia,Google Play Store
"I have used this app more than 2 years but with its problem. This app need big update.Even now I can't login to the app, it resets my biometric by itself and asks me to enter password, when I entered password it stays unlogged in and no message.",1,2025-01-21,Bank of Abyssinia,Google Play Store
Help is good,2,2025-01-20,Bank of Abyssinia,Google Play Store
Just keeps rejecting my face Id and reseted my credit limit which I built with so much effort.,1,2025-01-20,Bank of Abyssinia,Google Play Store
The worst app. The first time it Couldn't even open from the beginning saying that it can't find internet connection even if i just downloaded it from playstore. Now it opens but won't let confirm the otp. The keyboard will not appear when i try to confirm the otp it sends me.,1,2025-01-19,Bank of Abyssinia,Google Play Store
Amazing this application Please enjoys it i like it,5,2025-01-19,Bank of Abyssinia,Google Play Store
your App Increased Our Darkness Life,1,2025-01-16,Bank of Abyssinia,Google Play Store
It doesn't work,5,2025-01-16,Bank of Abyssinia,Google Play Store
The app is a scam nothing works u can't transfer money to other banks after a certain hours. Loan service it doesn't give any loans the app has many bugs,1,2025-01-15,Bank of Abyssinia,Google Play Store
Good,5,2025-01-15,Bank of Abyssinia,Google Play Store
It's not working fix it,1,2025-01-14,Bank of Abyssinia,Google Play Store
Wow,3,2025-01-12,Bank of Abyssinia,Google Play Store
US online,5,2025-01-12,Bank of Abyssinia,Google Play Store
For Visa card,5,2025-01-12,Bank of Abyssinia,Google Play Store
Big bank with stupid stuff,1,2025-01-11,Bank of Abyssinia,Google Play Store
Best App of My Bank it is Best of Best,5,2025-01-11,Bank of Abyssinia,Google Play Store
avoidit stuck and low performane,3,2025-01-10,Bank of Abyssinia,Google Play Store
Open,5,2025-01-10,Bank of Abyssinia,Google Play Store
Such a boring App i ever used!,1,2025-01-09,Bank of Abyssinia,Google Play Store
The non instant option keeps declining The USSD virtion keeps asking for registration even i repeatedly reset it The app keeps freezing At all it is the worst financial app i have ever used,1,2025-01-09,Bank of Abyssinia,Google Play Store
👍👍👍,5,2025-01-06,Bank of Abyssinia,Google Play Store
I'm very happy with this bank. Because of your custamer service.,4,2025-01-05,Bank of Abyssinia,Google Play Store
"The app is doing well,but sometimes its so borried to open and not working properly.",1,2025-01-05,Bank of Abyssinia,Google Play Store
I Have work,5,2025-01-04,Bank of Abyssinia,Google Play Store
Muze,5,2025-01-04,Bank of Abyssinia,Google Play Store
good App,5,2025-01-03,Bank of Abyssinia,Google Play Store
$ i need,5,2025-01-03,Bank of Abyssinia,Google Play Store
Best application,5,2025-01-03,Bank of Abyssinia,Google Play Store
It doesn't work,1,2025-01-02,Bank of Abyssinia,Google Play Store
everyday need update,5,2025-01-01,Bank of Abyssinia,Google Play Store
The worst financial app in ethiopia... don't use it,1,2024-12-30,Bank of Abyssinia,Google Play Store
Very nice,5,2024-12-29,Bank of Abyssinia,Google Play Store
It's not worked,1,2024-12-27,Bank of Abyssinia,Google Play Store
Active,5,2024-12-27,Bank of Abyssinia,Google Play Store
For now I change my review keep it up,3,2024-12-27,Bank of Abyssinia,Google Play Store
Good,5,2024-12-26,Bank of Abyssinia,Google Play Store
It is nice app.,5,2024-12-25,Bank of Abyssinia,Google Play Store
Greet,5,2024-12-25,Bank of Abyssinia,Google Play Store
Apolo is good app in terms of service types but the app is very passiveness. It is very boring and time consuming. Please make it easily accessible.,3,2024-12-25,Bank of Abyssinia,Google Play Store
Nesru kedir,5,2024-12-23,Bank of Abyssinia,Google Play Store
Good application #1apollo my,5,2024-12-22,Bank of Abyssinia,Google Play Store
Wow,5,2024-12-22,Bank of Abyssinia,Google Play Store
It is good app,5,2024-12-22,Bank of Abyssinia,Google Play Store
Bast app,5,2024-12-21,Bank of Abyssinia,Google Play Store
Nice,5,2024-12-20,Bank of Abyssinia,Google Play Store
በጣም ቀላልና ላጠቃቀም ምቹ,5,2024-12-20,Bank of Abyssinia,Google Play Store
sadiiyaa,1,2024-12-20,Bank of Abyssinia,Google Play Store
Its perfect,5,2024-12-20,Bank of Abyssinia,Google Play Store
"The idea on this app was best, but there is some exceptions on the Apollo app please approve it if you need Us to use for prolonged.",3,2024-12-19,Bank of Abyssinia,Google Play Store
Excellent service,5,2024-12-18,Bank of Abyssinia,Google Play Store
Great,4,2024-12-18,Bank of Abyssinia,Google Play Store
It's not functional for all Mobile phones. Only latest phones only.,1,2024-12-18,Bank of Abyssinia,Google Play Store
"Very poorly developed application. Fails too many times, features on the interface doesn't work, looks like a trial version. Even can't manage the app personally!!",1,2024-12-18,Bank of Abyssinia,Google Play Store
I have saved my money in this app a month ago but there is no 9% interest. and I can't also find any info or documentation online regarding this app to understand how the interest rate works,1,2024-12-18,Bank of Abyssinia,Google Play Store
i don't know z reason but this app doesn't installed on my handset.,1,2024-12-17,Bank of Abyssinia,Google Play Store
The star app,2,2024-12-17,Bank of Abyssinia,Google Play Store
For all,5,2024-12-12,Bank of Abyssinia,Google Play Store
Not working,1,2024-12-12,Bank of Abyssinia,Google Play Store
hip Dashen Bank 56/500,2,2024-12-11,Bank of Abyssinia,Google Play Store
I cannot update my profile and due to that I can't make transaction.,2,2024-12-11,Bank of Abyssinia,Google Play Store
Ok,5,2024-12-11,Bank of Abyssinia,Google Play Store
Best app,5,2024-12-10,Bank of Abyssinia,Google Play Store
Great App,5,2024-12-10,Bank of Abyssinia,Google Play Store
The loan area keeps crushing if you are no longer interested in doing loans please remove it. Don't confuse user. Thanks,2,2024-12-09,Bank of Abyssinia,Google Play Store
"The app bring good idea and one step go forward to the modern e-banking... But it's not working at all, so it needs some improvement please upgrade it...",2,2024-12-08,Bank of Abyssinia,Google Play Store
Good work experience,5,2024-12-08,Bank of Abyssinia,Google Play Store
Not working,1,2024-12-08,Bank of Abyssinia,Google Play Store
They have do not rady not parfacte use app way?,5,2024-12-07,Bank of Abyssinia,Google Play Store
Really it's a good application & accessible for loan opportunity!!,5,2024-12-07,Bank of Abyssinia,Google Play Store
"They have improved since the start. For that progress, i have changed my review.",5,2024-12-04,Bank of Abyssinia,Google Play Store
"This is by far the worst financial app I've used. Most of the time, it doesn't work at all, and even logging in is a struggle. When I manage to get in, it constantly shows error messages, making it impossible to complete any tasks. For a financial app, reliability is crucial, but this app is nothing but a disappointment. I don't recommend it to anyone until these issues are resolved.",1,2024-12-04,Bank of Abyssinia,Google Play Store
Transfer,5,2024-11-29,Bank of Abyssinia,Google Play Store
"Wow! What a disappointment. I think you better take lessons from the other banks how banking system and mobile banking has to work. Nothing works at all. Just ""system error and please try again"" everytime trying to even complete basic tasks. Peoples should avoid this bank at all.",1,2024-11-29,Bank of Abyssinia,Google Play Store
Apollo ❤,1,2024-11-28,Bank of Abyssinia,Google Play Store
It takes too much time to upgrade loan amount.,3,2024-11-27,Bank of Abyssinia,Google Play Store
Amezing,1,2024-11-26,Bank of Abyssinia,Google Play Store
Its good,5,2024-11-26,Bank of Abyssinia,Google Play Store
well done and Very good keep it up continue,5,2024-11-26,Bank of Abyssinia,Google Play Store
Best app,5,2024-11-26,Bank of Abyssinia,Google Play Store
Tekno sparke 5,5,2024-11-25,Bank of Abyssinia,Google Play Store
"""No account exists for this user"" What does this mean? I am already started to use and deposited some amount of money. It happened after I updated the new version. It has to be fixed! It needs to be fixed very quickly. I gave one star only for the idea that ""opening an account without going to the bank.""",1,2024-11-25,Bank of Abyssinia,Google Play Store
Student and driver man,5,2024-11-22,Bank of Abyssinia,Google Play Store
It is good app,5,2024-11-22,Bank of Abyssinia,Google Play Store
Apollo app is not active.,5,2024-11-22,Bank of Abyssinia,Google Play Store
Ok,5,2024-11-19,Bank of Abyssinia,Google Play Store
Why need astrong conection?,5,2024-11-19,Bank of Abyssinia,Google Play Store
No comment here,2,2024-11-19,Bank of Abyssinia,Google Play Store
Ok,5,2024-11-18,Bank of Abyssinia,Google Play Store
The app is a huge failure. Stop forcing apps that don't even pass as beta projects to your customers. We expect a better super app from your team just like cbe and telebirr. Shame!,1,2024-11-15,Bank of Abyssinia,Google Play Store
❤❤,5,2024-11-14,Bank of Abyssinia,Google Play Store
"The app is getting worse and worse time to time. I mean what is the point of restricting screen shoot on a financial application? The UI, come on. Also can't use the app if I m on developer mode? The hell? Its load time😁 that is hellarious. I believe it can be done better. for reference the dsiegn team should refer some of the other apps. may be cbe birr and amole lite should be a good inspiration. I hope we ll get a better app on next updates.",1,2024-11-14,Bank of Abyssinia,Google Play Store
It's 👍👍👍👍Good,2,2024-11-13,Bank of Abyssinia,Google Play Store
Good,5,2024-11-13,Bank of Abyssinia,Google Play Store
This app Working 50/50 off/on,2,2024-11-12,Bank of Abyssinia,Google Play Store
amazing,5,2024-11-12,Bank of Abyssinia,Google Play Store
poor performance,1,2024-11-11,Bank of Abyssinia,Google Play Store
ok,5,2024-11-11,Bank of Abyssinia,Google Play Store
Good,5,2024-11-09,Bank of Abyssinia,Google Play Store
This is the worst mobile app I ever encountered. Frequent stuck and shutdown.,1,2024-11-09,Bank of Abyssinia,Google Play Store
Best,4,2024-11-08,Bank of Abyssinia,Google Play Store
May app no active?,2,2024-11-08,Bank of Abyssinia,Google Play Store
Nice Job,5,2024-11-06,Bank of Abyssinia,Google Play Store
አሪፍ ነው ግን ደግሞ ለስራ የሚሆን ቢሆን ጥሩ ነው,3,2024-11-06,Bank of Abyssinia,Google Play Store
Excellent,5,2024-11-05,Bank of Abyssinia,Google Play Store
I want by my wage for month pay credit ?,5,2024-11-05,Bank of Abyssinia,Google Play Store
የቅርብ ደራሽ,5,2024-11-04,Bank of Abyssinia,Google Play Store
It does not working.How can i improve it,5,2024-11-03,Bank of Abyssinia,Google Play Store
Thanks for serves,5,2024-11-03,Bank of Abyssinia,Google Play Store
It's good app but sometimes it's not working when i open loan option and he say take a selfie then he took me back to home,5,2024-11-02,Bank of Abyssinia,Google Play Store
Apollo is the app with it's Platform,5,2024-10-31,Bank of Abyssinia,Google Play Store
Wow,5,2024-10-31,Bank of Abyssinia,Google Play Store
Good,5,2024-10-31,Bank of Abyssinia,Google Play Store
👍👍,5,2024-10-31,Bank of Abyssinia,Google Play Store
